date,open,high,low,close,volume,name
2019-09-11,52.45829816710009,53.81504031277517,52.376505948455474,53.786170959472656,177158400,AAPL
2019-09-12,54.07725173898349,54.46695317394256,53.610570248885764,53.665897369384766,128906800,AAPL
2019-09-13,52.92258370535714,53.112622277230024,52.20572428111945,52.62188720703125,159053200,AAPL
2019-09-16,52.376505238879936,52.95384457916928,52.335610965417004,52.89851379394531,84632400,AAPL
2019-09-17,52.912955319127846,53.11983462664283,52.71088451204481,53.090965270996094,73274800,AAPL
2019-09-18,53.177566226668915,53.60816560690575,52.78786479455756,53.58892059326172,101360000,AAPL
2019-09-19,53.40610079147599,53.82707587682155,53.011587144033754,53.15351867675781,88242400,AAPL
2019-09-20,53.25455035526527,53.538406069355176,52.313970888644974,52.37651443481445,221652400,AAPL
2019-09-23,52.66999692668973,52.88409268266555,52.35727184016252,52.61466979980469,76662000,AAPL
2019-09-24,53.17034699206987,53.52156204892097,52.246608409698545,52.364479064941406,124763200,AAPL
2019-09-25,52.573764616354914,53.2834074578566,52.23457816197458,53.170345306396484,87613600,AAPL
2019-09-26,52.92257960068729,53.14870393718803,52.641128140556994,52.8961181640625,75334000,AAPL
2019-09-27,53.052468730289576,53.15350595673163,52.26825379467724,52.63871383666992,101408000,AAPL
2019-09-30,53.139074136101655,54.0243263762996,53.11261270219493,53.877586364746094,103909600,AAPL
2019-10-01,54.14219965889246,54.89995321519849,53.932912441810814,54.026729583740234,139223200,AAPL
2019-10-02,53.658687543997424,53.78377831366892,52.42462795411642,52.67240524291992,138449200,AAPL
2019-10-03,52.54490352557878,53.15351657327003,51.751067761117135,53.11983871459961,114426000,AAPL
2019-10-04,54.27932454100421,54.724356813505494,53.858349455896516,54.60888671875,138478800,AAPL
2019-10-07,54.43087209456384,55.311308550510645,54.327430602345274,54.62091064453125,122306000,AAPL
2019-10-08,54.3226277737233,54.86147354368214,53.96419623018985,53.98103332519531,111820000,AAPL
2019-10-09,54.61369705200195,54.79651918996035,54.27932271391052,54.61369705200195,74770400,AAPL
2019-10-10,54.830191946444145,55.433992769762874,54.67864343102517,55.349796295166016,113013600,AAPL
2019-10-11,56.03779508860913,57.166008865040276,55.88383863819577,56.82201385498047,166795600,AAPL
2019-10-14,56.506874566173074,57.283876824130715,56.45154744797599,56.74021530151367,96427600,AAPL
2019-10-15,56.8653082294218,57.16840893665815,56.502068230785376,56.607913970947266,87360000,AAPL
2019-10-16,56.13882971417594,56.588674151152404,56.09793543274379,56.37938690185547,73903200,AAPL
2019-10-17,56.55257922947988,56.8075692199058,56.17490641458794,56.59828567504883,67585200,AAPL
2019-10-18,56.432305194279344,57.15157244845404,56.36013730971351,56.870121002197266,97433600,AAPL
2019-10-21,57.13713976525744,57.971873434702374,57.089029065616195,57.85640335083008,87247200,AAPL
2019-10-22,58.01276606582909,58.26294389922715,57.64230598082633,57.724098205566406,82293600,AAPL
2019-10-23,58.2388930421775,58.51312807252894,58.027201555375974,58.49869155883789,75828800,AAPL
2019-10-24,58.81862222108492,58.888385843954616,58.169118707672105,58.594905853271484,69275200,AAPL
2019-10-25,58.4938842476848,59.352671463902205,58.426528531534856,59.31658935546875,73477200,AAPL
2019-10-28,59.51865343260309,59.958873485830956,59.350264150917546,59.910762786865234,96572800,AAPL
2019-10-29,59.89151688727669,60.07915117989535,58.351952519479724,58.525150299072266,142839600,AAPL
2019-10-30,58.87876862858786,59.00867154935717,58.024793654786826,58.5179328918457,124522000,AAPL
2019-10-31,59.47535535189402,59.93962892278996,57.07459217991583,59.840999603271484,139162000,AAPL
2019-11-01,60.02863474954351,61.565794923188214,59.93722552071114,61.539337158203125,151125200,AAPL
2019-11-04,61.90258348955981,62.02767793688091,61.43350133577597,61.9434814453125,103272000,AAPL
2019-11-05,61.83522061369756,62.109459324596685,61.65961856945548,61.854469299316406,79897600,AAPL
2019-11-06,61.76786206100636,61.94106351751216,61.43108349036237,61.880924224853516,75864400,AAPL
2019-11-07,62.428620865759896,62.81708447430913,62.2766136869042,62.5951042175293,94940400,AAPL
2019-11-08,62.4165566339612,62.83879550318141,61.97260350648676,62.766414642333984,69986400,AAPL
2019-11-11,62.322458993562236,63.32859721707962,62.31763605688488,63.26345443725586,81821200,AAPL
2019-11-12,63.10661047248142,63.40580187077444,62.95461066850528,63.205535888671875,87388800,AAPL
2019-11-13,63.00527745670818,63.885945606147736,62.99080128485799,63.81114959716797,102734400,AAPL
2019-11-14,63.63743019848044,63.91007704911143,63.23932073339819,63.36961364746094,89182800,AAPL
2019-11-15,63.62055594567041,64.1272442022923,63.45890285706975,64.12242126464844,100206400,AAPL
2019-11-18,64.13205687234594,64.5253434436311,63.75325383820071,64.44572448730469,86703200,AAPL
2019-11-19,64.63873851951571,64.66286792796207,64.03313233810385,64.25028228759766,76167200,AAPL
2019-11-20,64.06932734020269,64.19961290123727,62.829147817543415,63.5023193359375,106234400,AAPL
2019-11-21,63.62298001048747,63.70019120318903,63.017366222835534,63.21763229370117,121395200,AAPL
2019-11-22,63.35755654335506,63.49991050527133,62.93531759481492,63.1621208190918,65325200,AAPL
2019-11-25,63.386493752760344,64.28646834745726,63.340650088807934,64.26957702636719,84020400,AAPL
2019-11-26,64.40709649270335,64.46017823287247,63.33581581893374,63.76770782470703,105207600,AAPL
2019-11-27,64.07898139381598,64.65805785871959,64.01383860498274,64.62427520751953,65235600,AAPL
2019-11-29,64.3250882008119,64.66287788127046,64.15618967895124,64.48191833496094,46617600,AAPL
2019-12-02,64.48672622239427,64.72318262516326,63.5650447443697,63.736351013183594,94487200,AAPL
2019-12-03,62.32487921217893,62.619240365203154,61.83749749069341,62.59994125366211,114430400,AAPL
2019-12-04,62.990812750806576,63.531276233622215,62.896710253389905,63.1524658203125,67181600,AAPL
2019-12-05,63.64710224786673,64.15379051831667,63.391346643754005,64.07898712158203,74424400,AAPL
2019-12-06,64.53742176047683,65.38672266610301,64.49398586889878,65.3167495727539,106075600,AAPL
2019-12-09,65.14542753704795,65.33844808074191,63.917316471885385,64.40229034423828,128042400,AAPL
2019-12-10,64.80763886909658,65.16231982994417,64.14652840241263,64.7786865234375,90420400,AAPL
2019-12-11,64.85829423457072,65.41082594602184,64.78349823349234,65.3311996459961,78756800,AAPL
2019-12-12,64.60978960566402,65.76310470333209,64.49880315683109,65.49769592285156,137310400,AAPL
2019-12-13,65.49770182904206,66.4242138126888,65.36982404554227,66.38802337646484,133587600,AAPL
2019-12-16,66.83438152775894,67.74883234755957,66.82955859141919,67.5244369506836,128186000,AAPL
2019-12-17,67.4544688710819,67.98527901702172,67.26867906123083,67.65714263916016,114158400,AAPL
2019-12-18,67.50995957045932,68.0166476810069,67.34589137870454,67.4954833984375,116028400,AAPL
2019-12-19,67.43757907439164,67.84292661971328,67.30487837572159,67.56304168701172,98369200,AAPL
2019-12-20,68.0962670869402,68.19760028081991,67.21076871731513,67.423095703125,275978000,AAPL
2019-12-23,67.68611371554155,68.58367343016074,67.64750812570958,68.52335357666016,98572000,AAPL
2019-12-24,68.68981865508782,68.73807747033234,68.26275685689335,68.5884780883789,48478800,AAPL
2019-12-26,68.72116908374183,69.96617110262349,68.69221674708916,69.94927978515625,93121200,AAPL
2019-12-27,70.24125821645885,70.92890598367917,69.51742001165071,69.92276763916016,146266000,AAPL
2019-12-30,69.84073357609194,70.62006869460002,68.81771126880989,70.3377685546875,144114400,AAPL
2019-12-31,69.95411749876797,70.85891502661026,69.85519208546589,70.85167694091797,100805600,AAPL
2020-01-02,71.47660718407792,72.5285891982157,71.22326675908423,72.46826934814453,135480400,AAPL
2020-01-03,71.69616734789946,72.52375386627762,71.53933722124737,71.76372528076172,146322800,AAPL
2020-01-06,70.88547194642054,72.3741616151194,70.63453932655295,72.33555603027344,118387200,AAPL
2020-01-07,72.34520436217124,72.60095990158051,71.77578859164102,71.99535369873047,108872000,AAPL
2020-01-08,71.69858889981313,73.4551026743299,71.69858889981313,73.15350341796875,132079200,AAPL
2020-01-09,74.13067516689924,74.90035698659045,73.87974991049977,74.70733642578125,170108400,AAPL
2020-01-10,74.94135557088083,75.4408055125106,74.37434771660986,74.87620544433594,140644800,AAPL
2020-01-13,75.19231323252647,76.50245856347271,75.07408132346671,76.47591400146484,121532000,AAPL
2020-01-14,76.41317742986432,76.62308929816353,75.32018220682278,75.44322967529297,161954400,AAPL
2020-01-15,75.24298894303718,76.12365735740354,74.68804185654645,75.11993408203125,121923600,AAPL
2020-01-16,75.66281115173265,76.17191454820045,75.30089202786714,76.06092071533203,108829200,AAPL
2020-01-17,76.30943200280402,76.90539240608445,76.00300982033474,76.90298461914062,137816400,AAPL
2020-01-21,76.53138979411735,76.97292771965752,76.24426680790016,76.38179779052734,110843200,AAPL
2020-01-22,76.86679204908404,77.2069969045426,76.56036984576589,76.65447235107422,101832400,AAPL
2020-01-23,76.70753000449464,77.1032242879984,76.15982119740589,77.02360534667969,104472000,AAPL
2020-01-24,77.26972598534742,78.01286327957854,76.61103058846822,76.80164337158203,146537600,AAPL
2020-01-27,74.81110584028455,75.22369163896585,73.56128005375581,74.54328918457031,161940000,AAPL
2020-01-28,75.42392003858633,76.82333720742922,75.32499462968462,76.65203094482422,162234000,AAPL
2020-01-29,78.28309057876027,79.1034389225781,77.54236118317645,78.25654602050781,216229200,AAPL
2020-01-30,77.33968569636842,78.196224452265,76.90779359376785,78.14314270019531,126743200,AAPL
2020-01-31,77.43379716634335,77.85603612229534,74.38402933624978,74.67839050292969,199588400,AAPL
2020-02-03,73.42130011057627,75.6386578310323,72.91944232393651,74.47328186035156,173788400,AAPL
2020-02-04,76.07779194419663,77.1225356625265,75.67244439973094,76.93192291259766,136616400,AAPL
2020-02-05,78.0587002140709,78.35789164403798,76.95605907395962,77.55925750732422,118826800,AAPL
2020-02-06,77.82948747921107,78.4688763315637,77.27213272836197,78.46646118164062,105425600,AAPL
2020-02-07,77.96582750464246,78.2149347676415,76.90893545307632,77.39989471435547,117684000,AAPL
2020-02-10,75.98506881434587,77.76751708984375,75.90526089218041,77.76751708984375,109348800,AAPL
2020-02-11,78.26331921379253,78.33587187126635,77.08065923180118,77.29832458496094,94323200,AAPL
2020-02-12,77.74815014590597,79.13879892072599,77.74815014590597,79.13396453857422,113730400,AAPL
2020-02-13,78.40599225770488,78.89695147104912,78.20283748467311,78.57044982910156,94747600,AAPL
2020-02-14,78.53901899642953,78.83892050632156,78.08192253766144,78.58981323242188,80113600,AAPL
2020-02-18,76.27044253813855,77.33217635199567,76.08905353965851,77.15078735351562,152531200,AAPL
2020-02-19,77.39264718918032,78.49791270322793,77.39264718918032,78.26815032958984,93984000,AAPL
2020-02-20,78.02872169520079,78.517260139207,76.95973247404322,77.46520233154297,100566000,AAPL
2020-02-21,77.05888657687778,77.50147989029539,75.09504942814512,75.7117691040039,129554000,AAPL
2020-02-24,71.8929330165793,73.56654484289926,69.950861613102,72.11543273925781,222195200,AAPL
2020-02-25,72.78534740458967,73.16747023858986,69.20109972929876,69.6727066040039,230673600,AAPL
2020-02-26,69.29785906555418,72.04288097148186,69.29060380017634,70.77799224853516,198054800,AAPL
2020-02-27,67.98459409848462,69.16966734254164,66.01591540828939,66.15135192871094,320605600,AAPL
2020-02-28,62.2188373725417,67.33400483239866,62.00358558614566,66.1126480102539,426510000,AAPL
2020-03-02,68.26996427778492,72.9038482625909,67.16712003880863,72.26777648925781,341397200,AAPL
2020-03-03,73.44319556548463,73.52300347304629,69.12129439177312,69.97261810302734,319475600,AAPL
2020-03-04,71.6946122287109,73.37790019382146,70.89408264604006,73.21827697753906,219178400,AAPL
2020-03-05,71.47211693616212,72.44678042666858,70.4781085286997,70.84330749511719,187572800,AAPL
2020-03-06,68.20226931131931,70.3354058888164,68.01604591388242,69.9024887084961,226176800,AAPL
2020-03-09,63.788471263695044,67.2566283985615,63.60708224588359,64.3737564086914,286744800,AAPL
2020-03-10,67.02685114609001,69.27607126773326,65.147656821936,69.0100326538086,285290000,AAPL
2020-03-11,67.08733175658426,68.01362169576068,65.74988307252373,66.61329650878906,255598800,AAPL
2020-03-12,61.8996041788163,65.30004285714023,59.9792986243362,60.0349235534668,418474000,AAPL
2020-03-13,64.06417921518192,67.69921444547847,61.17646208174082,67.22760009765625,370732000,AAPL
2020-03-16,58.51609560503949,62.65901820555978,58.044484903274174,58.5789794921875,322423600,AAPL
2020-03-17,59.86079146440188,62.303494624543745,57.65751943951495,61.154701232910156,324056000,AAPL
2020-03-18,57.98884992987561,60.46299463712357,57.3479399725011,59.65762710571289,300233600,AAPL
2020-03-19,59.831764860050804,61.14985749394757,58.67571261986398,59.200531005859375,271857200,AAPL
2020-03-20,59.780988060001874,60.90560230883763,55.142267503659106,55.44216537475586,401693200,AAPL
2020-03-23,55.16160823517076,55.263185639015276,51.420157253571155,54.26433563232422,336752800,AAPL
2020-03-24,57.16413951249609,59.904323146252956,56.66592497733461,59.70842361450195,287531200,AAPL
2020-03-25,60.644390107262105,62.45828014038061,59.08444541685393,59.3795051574707,303602000,AAPL
2020-03-26,59.62136242441082,62.56228025300905,59.58266521460016,62.50423812866211,252087200,AAPL
2020-03-27,61.128089475112816,61.88266649068296,59.74953389267951,59.916412353515625,204216800,AAPL
2020-03-30,60.64196895182637,61.79802116213787,60.317884482413085,61.626304626464844,167976400,AAPL
2020-03-31,61.81738623520394,63.483743042720086,60.94671736808354,61.50055694580078,197002000,AAPL
2020-04-01,59.61652017243426,60.15343192722889,57.83407204839957,58.26456832885742,176218400,AAPL
2020-04-02,58.126716465435884,59.29002414850145,57.29474488517958,59.23681640625,165934000,AAPL
2020-04-03,58.721676049554524,59.423045489400614,57.79538229351841,58.385501861572266,129880000,AAPL
2020-04-06,60.68067487242126,63.63368619049375,60.313062431640056,63.478904724121094,201820400,AAPL
2020-04-07,65.49351193571505,65.71118461799709,62.63966158048192,62.743656158447266,202887200,AAPL
2020-04-08,63.54419983698464,64.6639759139237,63.17900829152558,64.34957122802734,168895200,AAPL
2020-04-09,64.98563931197687,65.31697539124775,64.0182312530311,64.81391906738281,161834800,AAPL
2020-04-13,64.89130259807796,66.19488828158737,64.29150704508059,66.08605194091797,131022800,AAPL
2020-04-14,67.71857571729868,69.71385518039764,67.24696125554331,69.42362976074219,194994800,AAPL
2020-04-15,68.29901107744294,69.2494877739681,67.87093564591146,68.78997039794922,131154400,AAPL
2020-04-16,69.50342631571836,69.70174671960459,68.28691109689659,69.3365478515625,157125200,AAPL
2020-04-17,68.85282511653526,69.3994128288532,66.95912041063343,68.39572143554688,215250000,AAPL
2020-04-20,67.22277564592211,68.12487900696708,66.95673693299449,66.97608184814453,130015200,AAPL
2020-04-21,66.81886518475746,67.05346190215134,64.19476970811112,64.90581512451172,180991600,AAPL
2020-04-22,66.17310561229915,67.2106524991791,65.83210087271084,66.77532196044922,116862400,AAPL
2020-04-23,66.71971058203668,68.14180153410112,66.47785858014103,66.51655578613281,124814400,AAPL
2020-04-24,67.04136830681426,68.44652764676574,66.99299496104605,68.43685150146484,126161200,AAPL
2020-04-27,68.15387848211901,68.81655786273095,67.70645826657413,68.48522186279297,117087600,AAPL
2020-04-28,68.94717557214871,69.1285646001926,67.28323975471295,67.37513732910156,112004800,AAPL
2020-04-29,68.86253288111276,70.05728252965069,68.65937805652075,69.58808898925781,137280800,AAPL
2020-04-30,70.1274184677146,71.23268410942524,69.73804020932337,71.0561294555664,183064000,AAPL
2020-05-01,69.23014589148127,72.31375937660403,69.13340655240944,69.91217041015625,240616800,AAPL
2020-05-04,69.93637208127758,71.02954087051805,69.24709214894051,70.90135955810547,133568000,AAPL
2020-05-05,71.36085458478117,72.79745613687825,71.21574190038736,71.96548461914062,147751200,AAPL
2020-05-06,72.66683632686777,73.33918446648443,72.28229260413691,72.70795440673828,142333600,AAPL
2020-05-07,73.33437600959047,73.80599044082199,73.0320609589904,73.46013641357422,115215200,AAPL
2020-05-08,74.119757726088,75.26196230929314,73.79237217273885,75.20861053466797,133838400,AAPL
2020-05-11,74.71631428574544,76.88674476777591,74.50775467946016,76.39203643798828,145946400,AAPL
2020-05-12,77.07590910984447,77.52697546648025,75.39776671813026,75.5190200805664,162301200,AAPL
2020-05-13,75.6984577813938,76.61998759486177,73.53044749592581,74.607177734375,200622400,AAPL
2020-05-14,73.84571291244961,75.12614791139806,73.12304032792042,75.06552124023438,158929200,AAPL
2020-05-15,72.83686651793266,74.66778858190278,72.80291203798743,74.62171173095703,166348400,AAPL
2020-05-18,75.9458316362108,76.7533757455592,75.2546860142826,76.37991333007812,135178400,AAPL
2020-05-19,76.39687132782922,77.24321718664922,75.90701054835078,75.93853759765625,101729600,AAPL
2020-05-20,76.7970088377273,77.48572687771853,76.75820688327083,77.4154052734375,111504800,AAPL
2020-05-21,77.27718574052247,77.81797834459402,76.60058997680626,76.83824920654297,102688800,AAPL
2020-05-22,76.57631983616066,77.41539814770596,76.4744711907137,77.33294677734375,81803200,AAPL
2020-05-26,78.45090282570622,78.63035538202438,76.75335624215153,76.80913543701172,125522000,AAPL
2020-05-27,76.66605259401979,77.28928903323622,75.92640290282476,77.14378356933594,112945200,AAPL
2020-05-28,76.81882949515179,78.43635212041976,76.54237576022463,77.17774200439453,133560800,AAPL
2020-05-29,77.42026037966232,77.88102160812149,76.74609208099886,77.10257720947266,153532400,AAPL
2020-06-01,77.05650232055906,78.1720345974753,76.92554663308496,78.05078125,80791200,AAPL
2020-06-02,77.78401795906733,78.43636152325215,77.34265402331467,78.412109375,87642800,AAPL
2020-06-03,78.73223712157194,79.10569956400518,78.15991738115441,78.84378814697266,104491200,AAPL
2020-06-04,78.6667550692759,78.965033585586,77.79130199936047,78.16476440429688,87560400,AAPL
2020-06-05,78.41454770677157,80.45160263084539,78.38544808511186,80.39097595214844,137250400,AAPL
2020-06-08,80.08783519139197,80.90023409134206,79.37729235859877,80.86627960205078,95654400,AAPL
2020-06-09,80.54617766782322,83.81273576255528,80.51465061318699,83.41987609863281,147712400,AAPL
2020-06-10,84.36808676274399,86.03410675203712,83.92915018975505,85.56607055664062,166651600,AAPL
2020-06-11,84.71001596343379,85.13440269433788,81.35615151209016,81.45800018310547,201662400,AAPL
2020-06-12,83.59690535411025,84.34382269299937,81.05058514318586,82.16126251220703,200146000,AAPL
2020-06-15,80.81537017078598,83.82972713796804,80.65288740054817,83.17738342285156,138808800,AAPL
2020-06-16,85.23140666668927,85.65337337676685,83.596913801037,85.38175964355469,165428800,AAPL
2020-06-17,86.12624739787411,86.18687406891311,85.14167085225792,85.26292419433594,114406400,AAPL
2020-06-18,85.21927871070163,85.71399444147255,84.6881884557675,85.29688262939453,96820400,AAPL
2020-06-19,86.00258453034328,86.4681932764156,83.70119078400126,84.8094482421875,264476000,AAPL
2020-06-22,85.20230612758097,87.17145941767127,85.15622926088085,87.02838134765625,135445200,AAPL
2020-06-23,88.27242947914962,90.30463659467983,87.85289026819137,88.88597106933594,212155600,AAPL
2020-06-24,88.51493143673328,89.43403375590695,86.94348560614667,87.31694793701172,192623200,AAPL
2020-06-25,87.47216145830379,88.51493721035841,86.71311437427568,88.47613525390625,137522400,AAPL
2020-06-26,88.37185869535793,88.59254065861916,85.609704103183,85.75763702392578,205256800,AAPL
2020-06-29,85.66550295799838,87.82866626069892,85.18776440060446,87.73408508300781,130646000,AAPL
2020-06-30,87.32181394171208,88.7526094686746,87.30241666099202,88.46644592285156,140223200,AAPL
2020-07-01,88.54404454624031,89.08725718249154,88.25061351334215,88.29911041259766,110737200,AAPL
2020-07-02,89.20609049720933,89.84145686297828,88.18513936902451,88.29911041259766,114041600,AAPL
2020-07-06,89.72748052152446,91.12916897526445,89.6959534658751,90.6611328125,118655600,AAPL
2020-07-07,91.03943260618246,91.81787696805416,90.26826314860052,90.37981414794922,112424400,AAPL
2020-07-08,91.35712467862727,92.51630641314865,91.26981841791165,92.48477935791016,117092000,AAPL
2020-07-09,93.37720039708492,93.43055216626935,91.83486136183558,92.88249206542969,125642800,AAPL
2020-07-10,92.4774801203528,93.10315138858448,91.86636605900776,93.0449447631836,90257200,AAPL
2020-07-13,94.34964385590663,96.95901797723327,92.40231560385234,92.61572265625,191649200,AAPL
